x-axis,1
second,Volt
-6.597500E+00,
-6.588000E+00,-28.770E-03
-6.578500E+00,-12.014E-03
-6.569000E+00,-22.076E-03
-6.559500E+00,-23.744E-03
-6.550000E+00,-15.383E-03
-6.540500E+00,-5.301E-03
-6.531000E+00,-18.698E-03
-6.521500E+00,-23.744E-03
-6.512000E+00,-23.744E-03
-6.502500E+00,-8.699E-03
-6.493000E+00,-35.503E-03
-6.483500E+00,-22.106E-03
-6.474000E+00,-8.709E-03
-6.464500E+00,-3.643E-03
-6.455000E+00,-3.643E-03
-6.445500E+00,-23.744E-03
-6.436000E+00,-11.964E-03
-6.426500E+00,-6.878E-03
-6.417000E+00,-38.758E-03
-6.407500E+00,-3.643E-03
-6.398000E+00,-22.137E-03
-6.388500E+00,-23.744E-03
-6.379000E+00,-11.944E-03
-6.369500E+00,-23.744E-03
-6.360000E+00,-23.744E-03
-6.350500E+00,-23.744E-03
-6.341000E+00,-23.744E-03
-6.331500E+00,-23.744E-03
-6.322000E+00,-3.643E-03
-6.312500E+00,-22.167E-03
-6.303000E+00,-8.770E-03
-6.293500E+00,-23.744E-03
-6.284000E+00,-23.744E-03
-6.274500E+00,+1.493E-03
-6.265000E+00,-23.744E-03
-6.255500E+00,-3.643E-03
-6.246000E+00,-18.597E-03
-6.236500E+00,-15.493E-03
-6.227000E+00,-5.190E-03
-6.217500E+00,-18.587E-03
-6.208000E+00,-15.503E-03
-6.198500E+00,-5.180E-03
-6.189000E+00,-3.643E-03
-6.179500E+00,-23.744E-03
-6.170000E+00,-22.217E-03
-6.160500E+00,-23.744E-03
-6.151000E+00,-15.523E-03
-6.141500E+00,-5.160E-03
-6.132000E+00,-18.557E-03
-6.122500E+00,-11.853E-03
-6.113000E+00,-23.744E-03
-6.103500E+00,-23.744E-03
-6.094000E+00,-3.643E-03
-6.084500E+00,-25.240E-03
-6.075000E+00,-18.537E-03
-6.065500E+00,-23.744E-03
-6.056000E+00,-5.130E-03
-6.046500E+00,-38.627E-03
-6.037000E+00,-23.744E-03
-6.027500E+00,-3.643E-03
-6.018000E+00,-8.870E-03
-6.008500E+00,-23.744E-03
-5.999000E+00,-5.110E-03
-5.989500E+00,-23.744E-03
-5.980000E+00,-15.584E-03
-5.970500E+00,-25.200E-03
-5.961000E+00,-18.497E-03
-5.951500E+00,-11.793E-03
-5.942000E+00,-23.744E-03
-5.932500E+00,-18.486E-03
-5.923000E+00,-23.744E-03
-5.913500E+00,-22.307E-03
-5.904000E+00,-23.744E-03
-5.894500E+00,-23.744E-03
-5.885000E+00,-43.844E-03
-5.875500E+00,-23.744E-03
-5.866000E+00,-15.624E-03
-5.856500E+00,-23.744E-03
-5.847000E+00,-23.744E-03
-5.837500E+00,-35.735E-03
-5.828000E+00,-5.049E-03
-5.818500E+00,-23.744E-03
-5.809000E+00,-3.643E-03
-5.799500E+00,-5.039E-03
-5.790000E+00,-18.436E-03
-5.780500E+00,-23.744E-03
-5.771000E+00,-22.358E-03
-5.761500E+00,-23.744E-03
-5.752000E+00,-23.744E-03
-5.742500E+00,-23.744E-03
-5.733000E+00,-8.971E-03
-5.723500E+00,-23.744E-03
-5.714000E+00,-23.744E-03
-5.704500E+00,-23.744E-03
-5.695000E+00,-35.785E-03
-5.685500E+00,-23.744E-03
-5.676000E+00,-23.744E-03
-5.666500E+00,-11.693E-03
-5.657000E+00,-23.744E-03
-5.647500E+00,-23.744E-03
-5.638000E+00,-27.766E-03
-5.628500E+00,-23.744E-03
-5.619000E+00,-38.476E-03
-5.609500E+00,-23.744E-03
-5.600000E+00,-3.643E-03
-5.590500E+00,-23.744E-03
-5.581000E+00,-23.744E-03
-5.571500E+00,-3.643E-03
-5.562000E+00,-29.131E-03
-5.552500E+00,-31.753E-03
-5.543000E+00,-3.643E-03
-5.533500E+00,-23.744E-03
-5.524000E+00,-23.744E-03
-5.514500E+00,-22.448E-03
-5.505000E+00,-23.744E-03
-5.495500E+00,-19.621E-03
-5.486000E+00,-23.744E-03
-5.476500E+00,-23.744E-03
-5.467000E+00,-31.723E-03
-5.457500E+00,-23.744E-03
-5.448000E+00,-23.744E-03
-5.438500E+00,-3.643E-03
-5.429000E+00,-23.744E-03
-5.419500E+00,-23.744E-03
-5.410000E+00,-23.744E-03
-5.400500E+00,-3.643E-03
-5.391000E+00,-3.643E-03
-5.381500E+00,-11.592E-03
-5.372000E+00,-22.498E-03
-5.362500E+00,-23.744E-03
-5.353000E+00,-23.744E-03
-5.343500E+00,-42.609E-03
-5.334000E+00,-9.111E-03
-5.324500E+00,-15.815E-03
-5.315000E+00,-4.868E-03
-5.305500E+00,-9.121E-03
-5.296000E+00,-23.744E-03
-5.286500E+00,-23.744E-03
-5.277000E+00,-9.131E-03
-5.267500E+00,-15.835E-03
-5.258000E+00,-23.744E-03
-5.248500E+00,-23.744E-03
-5.239000E+00,-11.542E-03
-5.229500E+00,-4.838E-03
-5.220000E+00,-23.744E-03
-5.210500E+00,-15.855E-03
-5.201000E+00,-23.744E-03
-5.191500E+00,-18.225E-03
-5.182000E+00,-23.744E-03
-5.172500E+00,-4.818E-03
-5.163000E+00,-23.744E-03
-5.153500E+00,-19.380E-03
-5.144000E+00,-23.744E-03
-5.134500E+00,-3.643E-03
-5.125000E+00,-23.744E-03
-5.115500E+00,-4.798E-03
-5.106000E+00,-9.192E-03
-5.096500E+00,-11.492E-03
-5.087000E+00,-24.889E-03
-5.077500E+00,-23.744E-03
-5.068000E+00,-11.482E-03
-5.058500E+00,-23.744E-03
-5.049000E+00,-23.744E-03
-5.039500E+00,-23.744E-03
-5.030000E+00,-22.619E-03
-5.020500E+00,-23.744E-03
-5.011000E+00,-15.925E-03
-5.001500E+00,-23.744E-03
-4.992000E+00,-18.155E-03
-4.982500E+00,-23.744E-03
-4.973000E+00,-23.744E-03
-4.963500E+00,-23.744E-03
-4.954000E+00,-11.441E-03
-4.944500E+00,-22.649E-03
-4.935000E+00,-18.135E-03
-4.925500E+00,-23.744E-03
-4.916000E+00,-23.744E-03
-4.906500E+00,-3.643E-03
-4.897000E+00,-23.744E-03
-4.887500E+00,-4.718E-03
-4.878000E+00,-23.744E-03
-4.868500E+00,-23.744E-03
-4.859000E+00,-23.744E-03
-4.849500E+00,-18.105E-03
-4.840000E+00,-31.502E-03
-4.830500E+00,-4.698E-03
-4.821000E+00,-23.744E-03
-4.811500E+00,-15.996E-03
-4.802000E+00,-4.688E-03
-4.792500E+00,-23.744E-03
